Episode Number,Scene Number,Scene Description
8ABX13,Scene 5,
8ABX13,Scene 6,
8ABX13,Scene 7,
8ABX13,Scene 8,
8ABX13,Scene 9,BOSTON GENERAL HOSPITAL
8ABX14,Scene 1,"HELENA, MONTANA 12:58 PM"
8ABX14,Scene 2,
8ABX14,Scene 3,"ST. JEAN HOSPITAL HELENA, MONTANA"
8ABX14,Scene 4,
8ABX14,Scene 5,
8ABX14,Scene 6,ST. JEANS HOSPITAL 11:48 PM
8ABX14,Scene 7,
8ABX14,Scene 8,
8ABX14,Scene 9,
8ABX14,Scene 10,
8ABX14,Scene 11,
8ABX14,Scene 12,
8ABX14,Scene 13,
8ABX14,Scene 14,
8ABX14,Scene 15,
8ABX14,Scene 16,
8ABX15,Scene 1,
8ABX15,Scene 2,"RALEIGH, NORTH CAROLINA"
8ABX15,Scene 3,THREE MONTHS LATER
8ABX15,Scene 4,
8ABX15,Scene 5,"ATLANTIC OCEAN OFF CAPE FEAR, NORTH CAROLINA"
8ABX15,Scene 6,"COUNTY MORGUE WILMINGTON, NORTH CAROLINA"
8ABX15,Scene 7,
8ABX15,Scene 8,
8ABX15,Scene 9,
8ABX15,Scene 10,"US NAVAL HOSPITAL ANNAPOLIS, MARYLAND"
8ABX15,Scene 11,FBI HEADQUARTERS 5:35 AM
8ABX15,Scene 12,
8ABX15,Scene 13,
8ABX15,Scene 14,
8ABX15,Scene 15,
8ABX15,Scene 16,
8ABX15,Scene 17,
8ABX15,Scene 18,"FEDERAL CORRECTIONAL FACILITY PERKEY, WEST VIRGINIA"
8ABX15,Scene 19,
8ABX15,Scene 20,
8ABX15,Scene 21,
8ABX15,Scene 22,
8ABX15,Scene 23,
8ABX16,Scene 1,GALPEX-ORPHEUS PLATFORM GULF OF MEXICO 158 MILES OF THE COAST OF TEXAS
8ABX16,Scene 2,FBI HEADQUARTERS 8:57 AM
8ABX16,Scene 3,
8ABX16,Scene 4,GULF OF MEXICO 26 HOURS LATER
8ABX16,Scene 5,
8ABX16,Scene 6,
8ABX16,Scene 7,
8ABX16,Scene 8,
8ABX16,Scene 9,
8ABX16,Scene 10,
8ABX16,Scene 11,
8ABX16,Scene 12,
8ABX16,Scene 13,
8ABX16,Scene 14,
8ABX16,Scene 15,
8ABX16,Scene 16,
8ABX16,Scene 17,
8ABX16,Scene 18,
8ABX17,Scene 1,"NEW ORLEANS, LOUISIANA 5:45 PM"
8ABX17,Scene 2,8:39 PM
8ABX17,"Scene PHOTOGRAPHER
finishes collecting photos.  DETECTIVE FRANKLIN POTTER, 50's, African-
American, covers her face with a sheet.  The elevator dings, and he rises to see MONICA
REYES walking toward him.  She is struggling to unwrap a piece of nicotine gum.)

<b></b></p>",
8ABX17,Scene 3,
8ABX17,Scene 4,WASHINGTON MEDICAL CENTER 1:42 PM
8ABX17,Scene 5,"LAVONIA, GEOGIA OFF INTERSTATE 85"
8ABX17,Scene 6,"FBI HEADQUARTERS WASHINGTON, DC"
8ABX17,Scene 7,
8ABX17,Scene 8,
8ABX17,Scene 9,"KATHA DUKES RESIDENCE SILVER SPRING, MARYLAND"
8ABX17,Scene 10,
8ABX17,Scene 11,
8ABX17,Scene 12,
8ABX17,Scene 13,"SPARTANBURG, SOUTH CAROLINA 11:02 AM"
8ABX17,Scene 14,
8ABX17,Scene 15,
8ABX17,Scene 16,
8ABX17,Scene 17,
8ABX17,Scene 18,WASHINGTON MEMORIAL HOSPITAL 8:53 PM
8ABX17,Scene 19,
8ABX17,Scene 20,
8ABX17,Scene 21,
8ABX17,Scene 22,
8ABX18,"Scene 1

<b>ANNOUNCER:</b>   (CHRIS CARTER):    Previously on The X-Files:",
8ABX18,Scene 2,"WASHINGTON, DC 6:44 PM"
8ABX18,Scene 3,
8ABX18,Scene 4,
8ABX18,Scene 5,"FEDERAL CORRECTIONAL FACILITY PERKEY, WEST VIRGINIA"
8ABX18,Scene 6,
8ABX18,Scene 7,
8ABX18,Scene 8,"BASSETT COUNTY, WEST VIRGINIA"
8ABX18,Scene 9,
8ABX18,Scene 10,FBI TASK FORCE BRIEFING ROOM 4:45 PM
8ABX18,Scene 11,
8ABX18,Scene 12,
8ABX18,Scene 13,FBI EVIDENCE ROOM 9:48 PM
8ABX18,Scene 14,"FEDERAL STATISTICS CENTER CRYSTAL CITY, VIRGINIA 1:11 AM"
8ABX18,Scene 15,
8ABX18,Scene 16,
8ABX18,Scene 17,
8ABX18,Scene 18,
8ABX18,Scene 19,
8ABX18,Scene 20,"FEDERAL STATISTICS CENTER CRYSTAL CITY, VIRGINIA"
8ABX18,Scene 21,
8ABX19,Scene 1,
8ABX19,Scene 2,
8ABX19,Scene 3,"ELLICOT, NEW YORK 10:47 AM"
8ABX19,Scene 4,
8ABX19,Scene 5,
8ABX19,Scene 6,
8ABX19,Scene 7,
8ABX19,Scene 8,
8ABX19,Scene 9,
8ABX19,Scene 10,
8ABX19,Scene 11,
8ABX19,Scene 12,
8ABX19,Scene 13,
8ABX19,Scene 14,
8ABX19,Scene 15,
8ABX19,Scene 16,
8ABX19,Scene 17,
8ABX19,Scene 18,WASHINGTON MEMORIAL HOSPITAL
8ABX20,Scene 1,
8ABX20,"Scene 2

<b></b>",
8ABX20,Scene 3,
8ABX20,Scene 4,"ZEUS GENETICS GERMANTOWN, MARYLAND"
8ABX20,Scene 5,
8ABX20,Scene 6,FBI EVIDENCE ANALYSIS CENTER
8ABX20,Scene 7,PARENTI MEDICAL GROUP 11:47 AM
8ABX20,Scene 8,
8ABX20,Scene 9,FBI ANALYSIS CENTER 8:22 PM
8ABX20,Scene 10,
8ABX20,Scene 11,PARENTI MEDICAL GROUP 8:57 PM
8ABX20,Scene 12,
8ABX20,Scene 13,"DOWNTOWN WASHINGTON, DC 5:18 PM"
8ABX20,Scene 14,WASHINGTON MEMORIAL HOSPITAL
8ABX20,Scene 15,
8ABX20,Scene 16,
8ABX20,Scene 17,
8ABX20,Scene 18,
8ABX20,Scene 19,
8ABX20,Scene 20,
8ABX21,Scene 1,"DISTRICT PATHOLOGY LAB WASHINGTON, DC 4:05 AM"
8ABX21,Scene 2,
8ABX21,Scene 3,
8ABX21,Scene 4,
8ABX21,Scene 5,
8ABX21,Scene 6,
8ABX21,Scene 7,
8ABX21,Scene 8,
8ABX21,Scene 9,FBI PARKING GARAGE 2:56 AM
8ABX21,Scene 10,
8ABX21,Scene 11,
8ABX21,Scene 12,
8ABX21,Scene 13,
8ABX21,Scene 14,
9ABX01,Scene 1,"BALTIMORE, MARYLAND 9:27 PM"
9ABX01,"Scene 2

CUT TO:",
9ABX01,Scene 3,"WASHINGTON, D.C. 48 HOURS LATER"
9ABX01,Scene 4,
9ABX01,Scene 5,
9ABX01,Scene 6,
9ABX01,Scene 7,
9ABX01,Scene 8,
9ABX01,Scene 9,GREATER MARYLAND WATER RECLAMATION FACILITY
9ABX01,Scene 10,
9ABX01,Scene 11,
9ABX01,Scene 12,
9ABX01,Scene 13,
9ABX01,Scene 14,
9ABX01,Scene 15,
9ABX01,Scene 16,
9ABX01,Scene 17,
9ABX01,Scene 18,
9ABX01,Scene 19,
9ABX01,Scene 20,"FBI TRAINING ACADEMY QUANTICO, VIRGINIA 6:28 PM"
9ABX01,Scene 21,
9ABX01,Scene 22,
9ABX01,Scene 23,
9ABX01,Scene 24,
9ABX01,Scene 25,
9ABX01,Scene 26,
9ABX01,Scene 27,
9ABX02,Scene 1,
9ABX02,Scene 2,
9ABX02,"Scene 3

<b></b>",
9ABX02,Scene 4,
9ABX02,Scene 5,FBI Headquarters 10:21 AM
9ABX02,Scene 6,
9ABX02,Scene 7,PORT OF BALTIMORE 9:17 PM
9ABX02,Scene 8,
9ABX02,Scene 9,
9ABX02,Scene 10,
9ABX02,Scene 11,
9ABX02,Scene 12,
9ABX02,Scene 13,
9ABX02,Scene 14,
9ABX02,Scene 15,
9ABX02,Scene 16,
9ABX02,Scene 17,
9ABX02,Scene 18,
9ABX02,Scene 19,
9ABX02,Scene 20,WASHINGTON D.C. 48 HOURS LATER
9ABX02,Scene 21,
9ABX02,Scene 22,
9ABX03,Scene 1,"WESTON, WEST VIRGINIA"
9ABX03,Scene 2,"WESTON, WEST VIRGINIA"
9ABX03,Scene 3,"FBI TRAINING ACADEMY QUANTICO, VIRGINIA"
9ABX03,Scene 4,
9ABX03,Scene 5,
9ABX03,Scene 6,"CHESSMAN STATE MENTAL HOSPITAL KITSONVILLE, WEST VIRGINIA"
9ABX03,Scene 7,
9ABX03,Scene 8,
9ABX03,Scene 9,
9ABX03,Scene 10,
9ABX03,Scene 11,
9ABX03,Scene 12,
9ABX03,Scene 13,
9ABX03,Scene 14,
9ABX03,Scene 15,
9ABX03,Scene 16,
9ABX03,Scene 17,
9ABX03,Scene 18,
9ABX03,Scene 19,
9ABX03,Scene 20,
9ABX03,Scene 21,
9ABX03,Scene 22,
9ABX03,Scene 23,
9ABX03,Scene 24,
9ABX03,Scene 25,
9ABX03,Scene 26,
9ABX03,Scene 27,
9ABX04,Scene 1,"FIRST CALVARY CHURCH NOVI, VIRGINIA"
9ABX04,Scene 2,
9ABX04,Scene 3,"FBI TRAINING ACADEMY QUANTICO, VIRGINIA 1:47 AM"
9ABX04,Scene 4,"NOVI, VIRGINIA 9:35 AM"
9ABX04,Scene 5,
9ABX04,Scene 6,
9ABX04,Scene 7,"MANERI MEAT PACKING NOVI, VIRGINIA"
9ABX04,Scene 8,FBI TRAINING ACADEMY
9ABX04,Scene 9,"PARADISE RETIREMENT COMMUNITY COLUMBIA, MARYLAND"
9ABX04,Scene 10,MANERI MEAT PACKING PLANT
9ABX04,Scene 11,MANERI MEAT PACKING PLANT
9ABX04,Scene 12,
9ABX04,Scene 13,MANERI MEAT PACKING PLANT
9ABX04,Scene 14,
9ABX04,Scene 15,ED KELSO'S RESIDENCE
9ABX04,Scene 16,NOVI POLICE STATION
9ABX04,Scene 17,
9ABX04,Scene 18,
9ABX04,Scene 19,
9ABX04,Scene 20,
9ABX04,Scene 21,FITZGERALD MINING COMPANY
9ABX04,Scene 22,
9ABX04,Scene 23,
9ABX04,Scene 24,
9ABX05,Scene 1,
9ABX05,Scene 2,
9ABX05,Scene 3,
9ABX05,Scene 4,"FBI BALLISTICS LAB WASHINGTON, D.C.  <b></b>"
9ABX05,Scene 5,
9ABX05,Scene 6,"METRO POLICE, SIXTH DISTRICT WASHINGTON, D.C."
9ABX05,Scene 7,
9ABX05,Scene 8,
9ABX05,Scene 9,
9ABX05,Scene 10,
9ABX05,Scene 11,
9ABX05,Scene 12,
9ABX05,Scene 13,
9ABX05,Scene 14,
9ABX05,Scene 15,
9ABX05,Scene 16,"67 BENNETT AVE. WASHINGTON, D.C."
9ABX05,Scene 17,
9ABX05,Scene 18,
9ABX06,Scene 1,
9ABX06,Scene 2,
9ABX06,"Scene #3: ""CART OF DOOM""

</p>",
9ABX06,Scene 3,"MEDICAL EXAMINER'S UNIT OCEAN COUNTRY, NEW JERSEY"
9ABX06,Scene 4,
9ABX06,Scene 5,
9ABX06,Scene 6,"GARFIELD HIGH SCHOOL MANAHAWKIN, NEW JERSEY"
9ABX06,Scene 7,
9ABX06,Scene 8,
9ABX06,Scene 9,
9ABX06,Scene 10,
9ABX06,Scene 11,
9ABX06,Scene 12,
9ABX06,Scene 13,
9ABX06,Scene 14,
9ABX06,Scene 15,
9ABX06,Scene 16,
9ABX06,Scene 17,
9ABX06,Scene 18,
9ABX06,Scene 19,
9ABX06,Scene 20,
9ABX06,Scene 21,
9ABX06,Scene 22,
9ABX06,Scene 23,
9ABX06,Scene 24,
9ABX06,Scene 25,
9ABX06,Scene 26,
9ABX06,Scene 27,
9ABX07,Scene 1,DAY ONE
9ABX07,Scene 2,DAY TWO
9ABX07,Scene 3,
9ABX07,Scene 4,DAY EIGHT
9ABX07,Scene 5,
9ABX07,Scene 6,
9ABX07,Scene 7,
9ABX07,Scene 8,
9ABX07,Scene 9,
9ABX07,Scene 10,DAY TWELVE
9ABX07,Scene 11,"FBI FIELD OFFICE SAN ANTONIO, TEXAS"
9ABX07,Scene 12,
9ABX07,Scene 13,
9ABX07,Scene 14,
9ABX07,Scene 15,
9ABX07,Scene 16,"FBI FIELD OFFICE SAN ANTONIO, TEXAS"
9ABX07,Scene 17,
9ABX07,Scene 18,
9ABX07,Scene 19,
9ABX07,Scene 20,
9ABX07,Scene 21,
9ABX07,Scene 22,DAY THIRTEEN
9ABX07,Scene 23,
9ABX07,Scene 24,
9ABX07,Scene 25,
9ABX07,Scene 26,
9ABX07,Scene 27,
9ABX08,Scene 1,
9ABX08,Scene 2,
9ABX08,Scene 3,"FEDERAL GROUNDS INTERNET CAFE WASHINGTON, D.C."
9ABX08,Scene 4,"FBI TRAINING ACADEMY QUANTICO, VIRGINIA"
9ABX08,Scene 5,
9ABX08,Scene 6,
9ABX08,Scene 7,"BETHESDA, MARYLAND 9:32 PM"
9ABX08,Scene 8,
9ABX08,Scene 9,
9ABX08,Scene 10,5:41 AM
9ABX08,Scene 11,
9ABX08,Scene 12,
9ABX08,Scene 13,
9ABX08,Scene 14,
9ABX08,Scene 15,"FBI TRAINING ACADEMY QUANTICO, VIRGINIA"
9ABX08,Scene 16,10:48 PM
9ABX08,Scene 17,FBI EVIDENCE LAB
9ABX08,Scene 18,
9ABX08,Scene 19,
9ABX08,Scene 20,MANVILLE ROCK QUARRY 1:17 AM
9ABX08,Scene 21,
9ABX09,Scene 1,"BROOKLYN, NEW YORK THIRTEEN YEARS AGO"
9ABX09,Scene 2,
9ABX09,Scene 3,
9ABX09,Scene 4,"SING SING CORRECTIONAL FACILITY OSSINING, NEW YORK"
9ABX09,Scene 5,"KINGS COUNTY COURTHOUSE BROOKLYN, NEW YORK"
9ABX09,Scene 6,
9ABX09,Scene 7,
9ABX09,Scene 8,"FAIN RESIDENCE LITTLE NECK, NEW YORK"
9ABX09,Scene 9,KINGS COUNTY COURTHOUSE 5:35 PM
9ABX09,Scene 10,10:12 PM
9ABX09,Scene 11,
9ABX09,Scene 12,
9ABX09,Scene 13,"SING SING CORRECTIONAL FACILITY OSSINING, NEW YORK"
9ABX09,Scene 14,
9ABX09,Scene 15,
9ABX09,Scene 16,
9ABX09,Scene 17,
9ABX09,Scene 18,
9ABX09,Scene 19,
9ABX09,Scene 20,
9ABX09,Scene 21,
9ABX10,"Scene 1

<b></b>",
9ABX10,Scene 2,"U.S. - CANADIAN BORDER BURKE COUNTY, NORTH DAKOTA"
9ABX10,Scene 3,
9ABX10,Scene 4,
9ABX10,Scene 5,"U.S. – CANADIAN BORDER BURKE COUNTY, NORTH DAKOTA"
9ABX10,Scene 6,
9ABX10,Scene 7,"FBI HEADQUARTERS WASHINGTON, D.C."
9ABX10,Scene 8,ALBERTA PROVINCE CANADA
9ABX10,Scene 9,
9ABX10,Scene 10,
9ABX10,Scene 11,
9ABX10,Scene 12,"JESSUP, MARYLAND 10:20 PM"
9ABX10,Scene 13,
9ABX10,Scene 14,
9ABX10,Scene 15,
9ABX10,Scene 16,
9ABX10,Scene 17,CALGARY ALBERTA PROVINCE CANADA
9ABX10,Scene 18,
9ABX10,Scene 19,"FBI HEADQUARTERS WASHINGTON, D.C."
9ABX10,Scene 20,
9ABX10,Scene 21,
9ABX10,Scene 22,
9ABX10,Scene 23,
9ABX10,Scene 24,
9ABX11,Scene 1,"MAKHAFAR AL BUSAYYAH, IRAQ OPERATION DESERT STORM"
9ABX11,"Scene 2

<b></b>",
9ABX11,Scene 3,
9ABX11,Scene 4,
9ABX11,Scene 5,
9ABX11,Scene 6,"WARFORDSBURG, PA"
9ABX11,Scene 7,
9ABX11,Scene 8,"WARFORDSBURG, PENNSYLVANIA"
9ABX11,Scene 9,ST. MARY MEDICAL CENTER] 10:47 AM
9ABX11,Scene 10,
9ABX11,Scene 11,
9ABX11,Scene 12,
9ABX11,Scene 13,
9ABX11,Scene 14,
9ABX11,Scene 15,
9ABX11,Scene 16,
9ABX11,Scene 17,
9ABX11,Scene 18,
9ABX11,Scene 19,"OUTSIDE CALGARY, CANADA 2:42 AM"
9ABX11,Scene 20,
9ABX11,Scene 21,
9ABX11,Scene 22,
9ABX11,Scene 23,
9ABX11,Scene 24,
9ABX11,Scene 25,"FBI HEADQUARTERS WASHINGTON, D.C."
9ABX12,Scene 1,"FAIRHOPE, PENNSYLVANIA"
9ABX12,Scene 2,"FBI ACADEMY QUANTICO, VIRGINIA"
9ABX12,Scene 3,GEORGETOWN 6:42 PM
9ABX12,Scene 4,"FAIRHOPE, PENNSYLVANIA"
9ABX12,Scene 5,
9ABX12,Scene 6,
9ABX12,Scene 7,
9ABX12,Scene 8,
9ABX12,Scene 9,
9ABX12,Scene 10,
9ABX12,Scene 11,
9ABX12,Scene 12,
9ABX12,Scene 13,"SHERIFF'S STATION SOMERSET COUNTY, PENNSYLVANIA"
9ABX12,Scene 14,
9ABX12,Scene 15,
9ABX12,Scene 16,
9ABX13,Scene 1,"FALLS CHURCH, VIRGINIA"
9ABX13,Scene 2,
9ABX13,Scene 3,
9ABX13,Scene 4,
9ABX13,Scene 5,
9ABX13,Scene 6,
9ABX13,Scene 7,
9ABX13,Scene 8,
9ABX13,Scene 9,
9ABX13,Scene 10,
9ABX13,Scene 11,
9ABX13,Scene 12,
9ABX13,Scene 13,
9ABX13,Scene 14,
9ABX13,Scene 15,
9ABX13,Scene 16,
9ABX13,Scene 17,
9ABX13,Scene 18,
9ABX13,Scene 19,
9ABX13,Scene 20,
9ABX13,Scene 21,
9ABX13,Scene 22,
9ABX13,Scene 23,
9ABX13,Scene 24,
9ABX13,Scene 25,
9ABX13,Scene 26,
9ABX13,Scene 27,
9ABX13,Scene 28,
9ABX13,Scene 29,
9ABX13,Scene 30,
9ABX13,Scene 31,
9ABX13,Scene 32,
9ABX13,Scene 33,
9ABX13,Scene 34,3 DAYS LATER
9ABX14,Scene 1,
9ABX14,Scene 2,"FBI HEADQUARTERS WASHINGTON, D.C."
9ABX14,Scene 3,
9ABX14,Scene 4,HOTEL KNICKERBOCKER
9ABX14,Scene 5,
9ABX14,Scene 6,
9ABX14,Scene 7,
9ABX14,Scene 8,
9ABX14,Scene 9,
9ABX14,Scene 10,
9ABX14,Scene 11,
9ABX14,Scene 12,
9ABX14,Scene 13,
9ABX14,Scene 14,
9ABX14,Scene 15,
9ABX14,Scene 16,
9ABX14,Scene 17,
9ABX15,Scene 1,
9ABX15,Scene 2,20 MILES WEST OF HARBOR ISLAND BAHAMAS
9ABX15,Scene 3,"U.S. COAST GUARD BASE MIAMI BEACH, FLORIDA"
9ABX15,Scene 4,"OFFICES OF ""THE LONE GUNMAN"" TAKOMA PARK, MARYLAND"
9ABX15,Scene 5,"HARTWELL COLLEGE KEARNY, NEW JERSEY"
9ABX15,Scene 6,
9ABX15,Scene 7,
9ABX15,Scene 8,"HARTWELL COLLEGE KEARNY, NEW JERSEY"
9ABX15,Scene 9,
9ABX15,Scene 10,"MEDICAL EXAMINER'S OFFICE NEWARK, NEW JERSEY"
9ABX15,Scene 11,
9ABX15,Scene 12,
9ABX15,Scene 13,
9ABX15,Scene 14,"HARTWELL COLLEGE KEARNY, NEW JERSEY"
9ABX15,Scene 15,
9ABX15,Scene 16,INTERNATIONAL BIOETHICS FORUM EVENING SESSION 7:00 PM
9ABX15,Scene 17,
9ABX15,Scene 18,INTERNATIONAL BIOETHICS FORUM
9ABX15,Scene 19,ARLINGTON NATIONAL CEMETERY
9ABX16,Scene 1,THE TIP
9ABX16,Scene 2,
9ABX16,Scene 3,
9ABX16,Scene 4,
9ABX16,Scene 5,"FORENSIC TRAINING FACILITY JOPLIN, VIRGINIA"
9ABX16,Scene 6,
9ABX16,Scene 7,
9ABX16,Scene 8,
9ABX16,Scene 9,TITLE: ASHES
9ABX16,Scene 10,
9ABX16,Scene 11,
9ABX16,Scene 12,
9ABX16,Scene 13,
9ABX16,Scene 14,"WOODBURY, NEW YORK"
9ABX16,Scene 15,
9ABX16,Scene 16,
9ABX16,Scene 17,TITLE: A MESSAGE
9ABX16,Scene 18,
9ABX16,Scene 19,
9ABX16,Scene 20,
9ABX16,Scene 21,
9ABX16,Scene 22,
9ABX16,Scene 23,
9ABX16,Scene 24,
9ABX16,Scene 25,
9ABX16,Scene 26,TITLE: RELEASE
9ABX17,Scene 1,
9ABX17,Scene 2,GEORGETOWN 10:55 PM ONE WEEK EARLIER
9ABX17,Scene 3,FBI HEADQUARTERS 11:21 PM
9ABX17,Scene 4,2:02 AM
9ABX17,Scene 5,
9ABX17,Scene 6,
9ABX17,Scene 7,
9ABX17,Scene 8,
9ABX17,Scene 9,
9ABX17,Scene 10,
9ABX17,Scene 11,
9ABX17,Scene 12,
9ABX17,Scene 13,
9ABX17,Scene 14,
9ABX17,Scene 15,
9ABX17,Scene 16,
9ABX17,Scene 17,
9ABX17,Scene 18,
9ABX17,Scene 19,
9ABX18,Scene 1,"VAN NUYS, CALIFORNIA 11:52 PM"
9ABX18,Scene 2,
9ABX18,Scene 3,"FBI ACADEMY QUANTICO, VIRGINIA"
9ABX18,Scene 4,"FBI FIELD OFFICE LOS ANGELES, CALIFORNIA 7:08 PM"
9ABX18,Scene 5,
9ABX18,Scene 6,
9ABX18,Scene 7,
9ABX18,Scene 8,
9ABX18,Scene 9,
9ABX18,Scene 10,
9ABX18,Scene 11,
9ABX18,Scene 12,
9ABX18,Scene 13,
9ABX18,Scene 14,
9ABX18,Scene 15,"FBI HEADQUARTERS WASHINGTON, D.C."
9ABX18,Scene 16,
9ABX19,Scene 1,"MOUNT WEATHER COMPLEX BLUEMONT, VIRGINIA"
9ABX19,Scene 2,
9ABX19,Scene 3,
9ABX19,Scene 4,
9ABX19,Scene 5,"USMC BASE BRIG QUANTICO, VIRGINIA"
9ABX19,Scene 6,
9ABX19,Scene 7,7:12 AM
9ABX19,Scene 8,
9ABX19,Scene 9,
9ABX19,Scene 10,"WEED HOPE, NEW MEXICO"
9ABX19,Scene 11,
9ABX19,Scene 12,
9ABX19,Scene 13,
9ABX19,Scene 14,
9ABX19,Scene 15,
9ABX19,Scene 16,"GEORGETOWN WASHINGTON, D.C."
9ABX19,Scene 17,"FBI ACADEMY QUANTICO, VIRGINIA"
9ABX19,Scene 18,
9ABX19,Scene 19,
9ABX19,Scene 20,USMC BASE BRIG 11:21 PM
9ABX19,Scene 21,
9ABX19,Scene 22,7:12 AM
9ABX19,Scene 23,TEXAS-NEW MEXICO BORDER 5:07 AM
9ABX19,Scene 24,
9ABX19,Scene 25,
9ABX19,Scene 26,
9ABX19,Scene 27,
9ABX19,Scene 28,
9ABX19,Scene 29,"ROSWELL, NEW MEXICO"
9ABX20,Scene 1,"MOUNT WEATHER COMPLEX BLUEMONT, VIRGINIA"
9ABX20,Scene 2,
9ABX20,Scene 3,
9ABX20,Scene 4,
9ABX20,Scene 5,"USMC BASE BRIG QUANTICO, VIRGINIA"
9ABX20,Scene 6,
9ABX20,Scene 7,7:12 AM
9ABX20,Scene 8,
9ABX20,Scene 9,
9ABX20,Scene 10,"WEED HOPE, NEW MEXICO"
9ABX20,Scene 11,
9ABX20,Scene 12,
9ABX20,Scene 13,
9ABX20,Scene 14,
9ABX20,Scene 15,
9ABX20,Scene 16,"GEORGETOWN WASHINGTON, D.C."
9ABX20,Scene 17,"FBI ACADEMY QUANTICO, VIRGINIA"
9ABX20,Scene 18,
9ABX20,Scene 19,
9ABX20,Scene 20,USMC BASE BRIG 11:21 PM
9ABX20,Scene 21,
9ABX20,Scene 22,7:12 AM
9ABX20,Scene 23,TEXAS-NEW MEXICO BORDER 5:07 AM
9ABX20,Scene 24,
9ABX20,Scene 25,
9ABX20,Scene 26,
9ABX20,Scene 27,
9ABX20,Scene 28,
9ABX20,Scene 29,"ROSWELL, NEW MEXICO"
